200412,1,2,3,6,7,8,9,10,13,14,17,18,20,23,25
200412,1,2,4,7,10,15,16,17,18,19,20,21,22,23,25
200412,1,2,4,8,10,11,14,15,16,17,20,21,22,23,24
200501,5,7,8,9,10,11,12,13,15,16,20,21,22,23,24
200501,1,2,3,5,6,7,8,9,10,12,16,17,22,23,25
200501,1,4,7,8,9,10,11,15,17,18,19,20,21,23,24
200501,1,2,3,5,6,9,10,12,14,15,16,19,20,24,25
200501,1,3,5,6,8,9,11,13,14,15,16,18,21,22,23
200502,1,2,5,7,8,11,12,13,15,16,17,18,23,24,25
200502,1,2,5,7,10,11,13,14,15,16,17,18,19,21,25
200502,1,2,3,4,5,6,8,11,13,15,16,18,22,23,25
200502,1,3,4,5,6,7,8,10,11,13,15,16,17,20,25
200503,1,3,5,8,9,10,12,13,15,16,17,19,21,23,25
200503,2,3,4,6,8,9,11,14,17,18,20,21,22,24,25
200503,1,2,3,5,6,7,8,12,13,15,16,17,18,20,23
200503,1,2,3,5,9,12,14,15,17,18,20,22,23,24,25
200504,1,2,3,4,5,7,9,10,14,15,17,18,20,22,25
200504,1,2,3,4,5,6,7,10,11,13,15,16,17,19,21
200504,1,4,5,6,8,9,12,13,15,17,18,19,20,22,23
200504,1,2,3,5,6,8,10,11,12,13,14,20,23,24,25
200505,1,2,4,6,8,12,15,16,17,19,20,22,23,24,25
200505,1,2,5,7,8,9,11,13,14,15,16,18,21,22,23
200505,2,4,5,6,8,9,12,13,14,17,18,19,23,24,25
200505,1,2,3,5,8,9,10,11,13,15,18,20,22,24,25
200505,1,2,4,5,8,9,10,11,12,14,17,18,19,24,25
200506,1,6,11,12,13,15,16,17,19,20,21,22,23,24,25
200506,1,2,3,8,10,11,12,15,17,20,21,22,23,24,25
200506,1,4,9,10,11,12,13,14,15,16,17,20,22,23,25
200506,1,2,4,6,8,12,13,14,15,17,18,19,21,22,24
200507,2,4,5,6,7,9,10,13,17,18,19,20,21,23,24
200507,2,4,8,9,11,12,13,15,16,17,18,21,22,23,24
200507,1,2,3,4,5,10,11,12,14,15,17,18,19,20,22
200507,3,4,6,9,10,12,14,16,17,18,19,21,22,23,24
200508,3,4,6,10,12,13,14,15,17,19,20,22,23,24,25
200508,1,2,5,6,8,10,11,15,17,18,20,22,23,24,25
200508,1,2,3,4,7,10,11,13,14,16,17,20,21,24,25
200508,1,3,4,8,9,10,11,12,13,14,16,17,22,23,25
200508,1,3,6,7,9,10,13,14,16,17,19,20,21,23,24
200509,1,2,3,4,7,9,10,11,12,18,19,21,22,23,25
200509,1,2,3,4,5,7,8,10,11,16,17,18,22,23,25
200509,5,6,7,10,11,13,14,15,16,18,19,21,22,24,25
200509,4,6,7,8,9,10,11,12,13,15,17,19,21,22,25
200510,1,2,3,4,5,6,10,12,13,14,15,17,22,23,25
200510,1,3,4,6,7,8,9,11,12,15,17,18,21,24,25
200510,1,2,4,7,8,9,11,12,14,15,16,18,22,23,25
200510,1,3,5,7,9,11,12,13,16,18,20,21,23,24,25
200510,1,3,4,5,6,12,13,14,17,19,20,21,22,23,25
200511,1,5,6,10,11,12,13,15,17,18,19,21,22,24,25
200511,1,2,3,4,6,10,11,14,15,17,18,19,20,21,23
200511,1,2,4,5,6,8,11,12,13,14,19,20,21,24,25
200511,1,2,3,6,7,8,9,10,11,14,20,21,22,24,25
200512,1,4,5,6,7,9,11,12,13,16,17,18,20,21,25
200512,1,2,9,10,11,12,13,14,16,18,19,20,21,23,25
200512,5,6,7,9,10,11,12,13,14,15,17,18,20,23,25
200512,2,4,5,6,8,12,13,14,15,18,19,21,22,23,24
200601,1,4,6,8,9,10,11,15,17,18,20,21,22,23,24
200601,1,3,5,7,8,11,12,13,15,16,18,19,20,21,24
200601,1,2,4,5,7,9,10,11,12,16,17,18,23,24,25
200601,1,2,4,5,8,9,10,13,15,17,18,20,22,23,25
200601,4,5,6,7,11,12,13,17,18,19,20,21,22,23,24
200602,2,3,4,6,7,9,14,15,16,18,19,20,21,24,25
200602,2,3,4,6,7,9,10,11,12,15,16,21,22,24,25
200602,1,2,3,4,6,7,8,13,14,16,18,21,22,24,25
200603,1,2,3,4,5,7,10,11,12,13,18,19,22,23,25
200603,2,3,4,6,11,13,14,15,16,17,19,20,21,23,25
200603,2,5,6,7,9,11,13,15,18,19,20,21,22,23,25
200603,2,3,4,5,6,9,10,12,13,15,17,19,23,24,25
200603,2,4,5,6,7,8,11,12,13,15,19,20,22,23,25
200604,1,3,4,5,7,9,10,11,14,15,16,17,22,23,25
200604,1,3,4,5,8,9,11,13,15,18,19,20,21,22,23
200604,1,3,5,7,8,10,11,12,13,14,16,17,19,22,25
200604,1,2,5,7,8,10,13,14,15,18,19,20,21,22,25
200605,1,2,3,5,6,9,12,13,14,15,17,21,22,23,24
200605,2,6,8,9,10,11,12,13,16,17,18,19,20,21,25
200605,2,3,4,5,7,8,11,13,15,16,17,21,22,24,25
200605,1,2,7,9,12,14,15,16,17,18,19,21,22,23,24
200605,1,2,3,6,9,10,12,13,15,18,19,20,22,24,25
200606,1,3,7,8,9,10,12,13,16,17,18,19,20,24,25
200606,1,2,4,5,6,7,9,15,16,17,18,19,22,23,24
200606,1,2,8,9,11,13,15,16,17,19,21,22,23,24,25
200606,1,2,4,7,9,11,12,14,17,19,20,21,22,24,25
200607,1,2,3,9,10,11,13,14,15,17,18,20,22,24,25
200607,1,2,5,8,10,11,12,13,14,16,17,22,23,24,25
200607,1,2,4,5,6,10,11,12,13,16,19,21,22,23,25
200607,1,2,4,5,8,9,12,13,16,17,20,21,22,24,25
200608,2,5,7,9,10,13,15,16,17,18,19,20,23,24,25
200608,1,3,5,6,7,8,9,11,14,19,21,22,23,24,25
200608,3,4,5,7,9,10,11,12,13,14,16,18,20,23,24
200608,3,4,5,6,7,8,13,15,17,19,20,22,23,24,25
200608,1,2,4,5,8,11,12,13,17,18,20,21,23,24,25
200609,1,2,3,5,6,9,10,11,13,14,15,16,18,23,24
200609,2,4,5,8,10,11,14,15,16,18,19,20,21,22,24
200609,1,3,4,8,9,10,11,12,13,14,15,19,20,22,23
200609,1,2,4,6,7,9,10,12,14,16,18,19,21,24,25
200610,2,7,8,9,10,11,12,15,16,17,18,19,20,22,23
200610,1,2,3,4,5,6,8,10,11,14,15,17,20,24,25
200610,1,3,4,9,10,11,12,14,15,16,17,19,20,21,24
200610,1,5,8,11,13,15,16,17,18,20,21,22,23,24,25
200610,1,2,3,4,5,6,8,11,12,13,16,18,20,23,24
200610,1,2,3,5,6,7,9,13,14,15,20,21,23,24,25
200610,1,2,3,5,6,8,10,11,14,15,18,21,22,23,24
200611,1,2,4,6,8,9,12,13,14,15,17,18,19,22,25
200611,2,3,4,8,9,10,13,14,15,18,19,20,21,22,23
200611,1,2,3,6,8,9,10,13,14,16,18,19,22,23,24
200611,1,2,3,4,7,10,12,15,16,17,19,20,22,23,24
200611,1,4,5,6,7,8,9,10,11,12,15,16,20,21,24
200611,1,3,4,5,6,7,8,10,13,16,18,20,22,23,25
200611,1,3,4,10,11,12,13,15,16,17,21,22,23,24,25
200611,1,2,4,6,7,9,10,11,12,13,18,20,21,22,25
200611,2,3,4,5,7,8,11,15,19,20,21,22,23,24,25
200612,1,2,4,7,9,10,11,12,13,15,17,20,23,24,25
200612,2,3,5,6,7,11,12,13,14,15,16,18,19,21,24
200612,2,4,10,11,12,13,15,16,17,18,21,22,23,24,25
200612,2,6,7,8,10,11,13,15,16,17,19,20,21,23,24
200612,2,3,4,6,8,9,10,14,16,19,20,21,23,24,25
200612,2,3,4,5,7,9,13,14,15,17,19,22,23,24,25
200612,1,2,3,4,5,6,7,8,10,11,15,17,20,24,25
200612,1,4,5,6,7,8,14,15,16,17,19,20,21,22,23
200701,2,3,4,7,8,9,11,13,14,17,19,21,22,23,25
200701,2,4,6,7,8,11,13,14,16,19,20,21,23,24,25
200701,1,3,7,8,9,10,11,15,16,17,18,19,21,23,25
200701,1,2,4,6,7,8,9,11,12,15,17,19,20,23,25
200701,2,4,5,6,11,12,13,16,17,18,19,22,23,24,25
200701,1,3,11,12,13,15,16,17,18,19,21,22,23,24,25
200701,2,3,5,8,10,11,13,16,19,20,21,22,23,24,25
200701,1,2,4,5,6,7,9,13,16,18,19,20,22,23,24
200701,1,3,4,5,7,8,11,13,14,15,16,18,19,23,24
200702,2,5,8,9,10,12,13,15,17,18,19,20,21,22,23
200702,1,2,3,4,5,6,11,13,14,15,16,21,22,23,24
200702,1,2,3,4,5,8,9,10,14,15,16,19,20,21,25
200702,2,7,8,9,10,12,13,14,15,17,18,21,22,23,25
200702,2,3,4,6,7,8,9,11,12,14,17,18,19,22,23
200702,2,3,4,5,10,14,15,16,17,19,20,22,23,24,25
200702,3,4,5,6,7,8,9,10,12,13,18,20,21,22,23
200703,1,2,4,5,6,7,13,14,15,16,17,18,20,21,25
200703,1,2,3,4,5,6,9,11,12,15,19,20,21,22,23
200703,1,2,4,5,8,9,11,12,13,14,15,16,21,23,24
200703,1,2,4,5,8,9,10,11,12,13,14,15,19,20,22
200703,1,3,5,10,11,13,14,16,17,18,19,21,22,23,24
200703,1,2,3,4,5,6,7,12,13,14,17,18,23,24,25
200703,2,3,4,5,7,8,11,14,15,16,17,22,23,24,25
200703,2,3,4,9,10,11,12,14,15,16,17,18,21,22,25
200703,2,3,5,8,9,11,12,13,14,15,16,17,20,21,22
200704,1,2,3,4,6,9,10,12,13,14,15,17,19,20,22
200704,1,3,4,6,7,9,10,11,12,14,15,16,19,23,24
200704,1,3,5,6,7,9,10,14,15,18,19,21,22,24,25
200704,3,5,7,9,10,11,13,14,15,16,18,21,22,23,24
200704,1,2,4,6,8,10,11,12,14,16,17,18,22,24,25
200704,1,3,4,6,8,9,10,11,12,14,16,19,20,22,23
200704,1,3,4,5,8,9,10,11,16,18,19,21,23,24,25
200704,1,2,3,4,9,11,13,14,15,18,19,20,22,24,25
200704,1,3,4,5,7,9,11,12,14,15,17,18,19,23,25
200705,2,3,4,5,6,7,9,10,11,13,17,19,21,24,25
200705,2,3,4,5,6,7,9,10,11,12,16,17,19,21,25
200705,2,5,7,8,11,12,13,14,15,16,17,20,21,22,25
200705,2,3,6,8,9,11,14,16,17,18,19,22,23,24,25
200705,5,9,10,12,13,14,15,16,17,18,20,21,23,24,25
200705,1,2,3,6,7,8,10,12,16,17,19,20,21,23,25
200705,1,3,4,5,6,7,8,9,12,15,18,21,22,23,24
200705,2,4,7,9,10,11,12,13,14,16,20,21,22,23,24
200705,4,6,8,9,10,11,12,13,15,18,19,20,21,23,24
200706,1,2,3,5,7,8,13,14,15,18,19,20,22,23,25
200706,4,5,8,10,11,13,14,15,16,17,18,19,20,21,25
200706,1,5,7,8,9,10,12,14,15,17,18,19,20,21,22
200706,2,4,10,11,12,13,14,15,16,17,18,19,20,24,25
200706,2,6,8,9,10,11,12,13,14,15,16,17,20,23,25
200706,1,2,3,4,5,6,8,10,11,13,14,15,17,22,24
200706,1,2,5,6,7,10,12,15,16,17,18,19,21,24,25
200706,4,5,6,9,11,12,13,14,16,17,18,21,23,24,25
200707,1,2,3,4,5,6,7,8,9,12,13,14,17,19,21
200707,1,2,3,4,5,9,11,12,13,14,15,17,21,22,24
200707,1,8,10,12,13,14,15,16,17,18,19,21,23,24,25
200707,1,3,4,5,7,8,9,12,13,15,16,21,22,23,25
200707,4,5,6,7,9,12,13,15,16,18,19,20,21,22,23
200707,1,3,4,6,11,12,13,14,15,17,19,20,21,23,24
200707,1,3,5,6,7,9,10,13,14,15,16,19,22,23,25
200707,1,2,4,9,10,11,13,14,15,16,18,19,21,22,23
200707,3,4,5,8,9,12,13,14,15,17,20,21,23,24,25
200708,2,5,6,8,9,13,14,15,16,17,18,19,21,22,23
200708,1,2,3,4,5,7,12,13,16,17,18,20,21,23,25
200708,3,5,6,7,9,10,11,12,14,15,18,20,21,22,24
200708,1,2,6,7,9,10,11,12,14,15,16,18,19,24,25
200708,1,4,5,7,8,9,10,12,13,15,17,18,21,24,25
200708,1,2,3,4,7,8,9,14,15,16,17,19,22,23,25
200708,1,2,5,8,9,10,11,12,13,15,16,19,20,21,25
200708,4,5,7,8,9,10,12,14,15,17,18,21,22,23,25
200708,1,2,3,5,9,10,12,13,15,16,17,18,19,21,23
200709,3,4,5,6,9,10,13,15,16,18,19,21,22,23,25
200709,2,3,4,6,8,11,14,15,17,18,19,22,23,24,25
200709,1,4,5,6,7,8,11,12,13,15,18,19,21,22,23
200709,2,3,4,5,6,7,8,9,11,13,14,15,16,20,23
200709,1,2,3,4,6,9,10,14,15,16,17,21,22,23,24
200709,1,2,6,7,8,9,10,12,13,15,16,18,20,22,24
200709,1,3,6,7,9,10,12,13,14,16,17,18,19,22,24
200709,2,4,5,6,9,12,13,14,17,19,20,21,22,24,25
200710,3,5,6,7,8,9,10,15,18,19,20,21,22,24,25
200710,1,3,4,5,6,7,8,9,11,13,14,18,19,20,24
200710,1,2,4,5,6,7,11,13,15,16,17,19,20,21,25
200710,3,4,6,7,8,9,12,13,14,15,17,20,21,23,24
200710,1,4,7,8,9,10,11,14,15,16,18,19,21,23,24
200710,1,3,4,6,8,9,12,13,16,19,20,21,22,23,25
200710,1,5,7,8,11,12,13,15,16,17,18,19,20,22,24
200710,1,3,4,5,6,7,9,11,14,15,18,19,21,22,24
200710,2,3,4,5,6,9,11,12,13,14,15,17,21,23,24
200711,5,6,7,8,9,10,12,14,15,16,18,19,20,23,25
200711,1,2,4,6,10,13,14,15,16,17,18,19,22,23,24
200711,1,3,4,5,6,7,8,9,14,16,18,19,23,24,25
200711,1,2,4,5,6,8,11,12,16,18,19,20,21,24,25
200711,1,2,4,5,8,9,11,12,13,15,17,20,23,24,25
200711,1,5,6,7,10,12,15,16,17,18,19,20,21,24,25
200711,2,4,5,6,7,10,11,12,14,15,17,20,21,23,25
200711,1,3,5,6,8,9,10,11,12,14,15,17,18,20,22
200711,2,3,4,5,7,10,11,12,13,17,18,19,20,22,25
200712,2,4,9,10,11,12,13,14,16,17,21,22,23,24,25
200712,1,2,3,5,6,9,11,12,13,15,17,19,21,23,25
200712,1,2,3,5,6,9,10,11,12,13,17,18,19,22,23
200712,3,4,5,6,9,10,11,13,15,16,17,19,20,24,25
200712,1,2,3,4,8,9,10,11,12,14,15,17,19,23,25
200712,2,3,4,7,8,11,12,13,15,16,19,20,21,22,25
200712,1,2,4,6,8,9,10,11,12,13,19,20,22,23,24
200712,1,3,5,6,7,11,12,13,15,17,19,21,22,23,25
200712,1,4,5,8,9,10,11,12,13,14,15,16,19,22,23
200801,1,2,3,4,7,9,10,11,12,13,19,21,23,24,25
200801,2,5,6,7,10,12,13,15,16,17,18,21,22,23,25
200801,1,2,3,4,6,9,10,12,13,14,15,18,19,24,25
200801,1,2,3,4,6,8,9,10,12,14,15,17,19,22,24
200801,1,2,5,6,7,9,11,12,13,14,17,20,21,22,23
200801,1,2,5,7,8,10,11,12,13,14,15,17,20,23,24
200801,2,3,5,7,8,9,11,12,13,16,17,21,22,24,25
200801,1,2,3,6,9,12,13,14,15,18,19,22,23,24,25
200801,1,2,3,4,5,7,8,11,12,15,16,20,23,24,25
200802,2,3,4,6,10,13,15,16,17,18,19,21,23,24,25
200802,2,3,6,7,8,11,12,14,15,16,17,18,19,22,25
200802,1,4,7,8,9,10,12,14,15,16,21,22,23,24,25
200802,1,3,4,6,7,8,11,12,13,14,15,16,21,22,24
200802,3,5,6,7,8,10,13,17,18,19,20,21,22,23,24
200802,3,4,7,8,9,11,12,15,17,19,20,21,22,23,25
200802,2,3,8,9,11,12,13,14,15,17,18,19,20,22,23
200803,2,4,5,6,9,10,11,12,14,15,16,18,20,22,25
200803,2,3,4,6,8,12,15,16,17,18,20,21,22,23,24
200803,1,3,4,5,12,14,15,16,17,18,19,20,21,22,25
200803,2,3,4,5,8,10,11,12,13,18,20,21,22,24,25
200803,1,2,4,5,8,11,12,13,14,15,16,18,19,20,25
200803,1,3,4,6,9,10,12,14,15,17,19,20,21,23,24
200803,1,2,4,5,12,13,15,16,18,19,21,22,23,24,25
200803,1,2,3,4,8,9,10,13,14,16,17,20,21,22,24
200803,2,3,5,9,10,11,14,15,16,17,18,19,21,23,24
200804,2,4,5,7,10,12,14,15,16,17,19,20,23,24,25
200804,1,2,6,8,9,10,11,12,13,16,17,18,19,22,25
200804,2,3,6,7,9,10,12,14,15,16,17,18,19,23,25
200804,1,2,5,6,8,9,11,12,13,14,15,19,20,21,22
200804,2,3,5,6,8,11,13,14,16,17,19,20,21,23,24
200804,1,3,4,6,7,8,10,12,13,14,15,18,19,23,24
200804,1,2,4,5,8,9,11,14,16,18,19,21,22,24,25
200804,3,4,5,6,9,11,12,13,14,15,16,18,21,23,25
200805,1,3,4,6,8,9,10,12,14,16,17,19,20,23,24
200805,1,3,6,9,11,12,14,15,17,18,19,21,22,23,25
200805,2,3,4,9,10,11,12,13,14,16,17,18,20,24,25
200805,1,2,3,5,7,12,13,15,16,17,18,20,21,23,24
200805,1,2,3,4,6,7,9,10,14,17,19,20,21,23,25
200805,1,2,3,4,6,7,8,9,10,12,16,20,21,23,24
200805,1,2,4,5,6,7,10,14,15,19,20,22,23,24,25
200805,1,2,4,6,7,8,10,11,12,13,15,17,18,24,25
200805,1,2,3,4,8,12,13,14,15,16,17,18,19,21,23
200806,2,3,4,5,11,12,13,15,18,19,21,22,23,24,25
200806,1,2,3,4,8,9,13,14,17,18,20,21,23,24,25
200806,1,2,5,6,9,12,14,15,17,18,19,22,23,24,25
200806,1,3,5,6,7,12,13,15,16,18,19,21,22,23,25
200806,2,3,5,6,7,10,11,12,14,19,20,21,23,24,25
200806,1,2,5,6,9,11,12,13,14,15,16,18,21,23,25
200806,1,2,6,7,8,11,13,15,16,17,18,21,22,23,25
200806,1,3,4,6,7,8,9,11,12,14,16,17,19,20,21
200806,1,2,3,5,6,8,10,11,14,15,16,17,19,22,25
200807,1,3,4,5,7,8,9,10,11,12,16,18,19,22,23
200807,3,4,5,6,7,9,12,14,15,16,17,19,20,21,25
200807,1,2,5,8,10,13,15,16,18,19,20,21,22,23,24
200807,2,3,4,5,6,8,9,10,11,14,19,20,21,22,25
200807,1,5,7,9,11,12,13,16,18,19,20,21,22,24,25
200807,1,3,4,8,11,12,13,15,16,19,20,21,22,23,25
200807,3,5,6,8,11,12,13,14,15,16,18,19,20,22,25
200807,3,4,5,6,9,10,11,12,13,15,16,20,21,24,25
200807,2,7,9,11,12,14,15,16,18,19,20,21,23,24,25
200808,1,2,3,5,6,8,10,12,14,15,17,18,21,23,24
200808,3,5,7,8,9,10,11,12,14,15,18,19,20,24,25
200808,1,2,5,7,8,12,14,17,18,19,20,21,22,24,25
200808,1,2,5,7,8,12,14,16,17,18,19,20,22,24,25
200808,1,2,3,4,6,7,8,9,12,13,14,15,22,23,25
200808,1,2,3,5,7,10,11,12,14,16,17,18,19,23,24
200808,1,2,3,4,6,9,12,13,15,17,18,19,20,22,24
200808,2,3,7,8,9,11,12,13,17,18,19,20,21,22,23
200809,1,2,4,7,8,9,10,12,16,17,18,19,21,22,23
200809,2,4,6,7,8,9,10,11,12,13,15,18,19,23,25
200809,2,4,5,9,10,11,13,14,15,16,19,20,22,24,25
200809,1,2,5,6,8,9,10,11,13,14,17,19,21,23,25
200809,2,4,6,9,10,11,12,14,15,16,17,18,23,24,25
200809,4,7,8,10,11,12,13,16,17,18,19,21,22,24,25
200809,1,2,3,4,5,7,8,9,11,17,18,19,20,23,24
200809,1,4,7,9,10,12,13,14,15,16,17,19,20,23,24
200809,1,2,3,4,5,6,7,10,12,13,17,18,22,23,24
200810,2,3,4,6,8,9,11,13,15,16,17,20,21,22,23
200810,2,3,4,6,7,9,11,12,13,15,19,20,21,22,24
200810,3,4,5,8,10,11,12,15,16,18,19,20,23,24,25
200810,3,5,6,8,9,11,13,15,17,18,20,21,22,23,25
200810,1,2,4,7,8,9,12,13,15,17,18,20,21,22,24
200810,2,3,4,5,6,11,13,14,15,17,19,20,21,22,24
200810,1,3,5,6,7,9,11,12,14,15,20,21,22,23,24
200810,3,4,6,7,8,9,10,11,12,14,16,17,19,23,25
200810,1,2,3,5,6,7,8,9,10,13,14,15,16,22,25
200811,3,4,5,6,10,12,13,14,16,17,19,22,23,24,25
200811,2,4,6,9,11,12,13,14,15,17,19,20,21,22,23
200811,1,2,3,6,9,12,13,16,18,20,21,22,23,24,25
200811,1,2,5,7,10,11,12,13,14,16,17,18,19,20,25
200811,2,3,8,10,12,13,14,15,16,18,20,21,22,24,25
200811,1,2,3,4,7,8,9,11,12,13,15,17,19,20,22
200811,2,3,4,6,12,13,14,15,16,19,21,22,23,24,25
200811,3,4,5,7,10,11,12,13,14,16,17,18,21,22,25
200812,2,3,4,6,7,8,9,10,11,14,17,18,22,23,25
200812,1,3,4,6,7,9,10,12,13,15,17,19,21,22,25
200812,2,3,4,7,8,9,10,11,12,14,15,16,21,22,24
200812,3,5,6,7,9,11,12,14,15,16,18,22,23,24,25
200812,1,3,4,7,10,11,13,15,17,18,19,20,21,22,25
200812,1,2,4,5,6,8,12,13,15,18,20,22,23,24,25
200812,1,2,3,4,6,7,9,11,15,18,19,20,21,23,25
200812,2,3,4,8,9,10,11,12,14,15,19,20,21,22,23
200812,1,2,3,5,6,7,9,10,11,15,16,17,18,20,21
200901,2,3,4,5,6,9,10,12,13,17,18,19,23,24,25
200901,2,5,7,10,11,12,13,14,15,19,20,21,22,24,25
200901,1,3,4,6,8,9,12,13,15,16,18,21,22,23,25
200901,1,2,3,4,10,11,12,14,15,17,18,20,21,23,25
200901,1,3,4,6,7,8,10,11,17,18,20,21,22,23,25
200901,2,5,6,7,8,12,13,14,16,18,20,21,22,23,24
200901,1,2,4,6,8,9,11,13,14,15,17,21,22,23,25
200901,1,2,3,5,6,7,9,10,11,13,15,18,20,22,24
200901,1,2,3,4,5,6,8,9,10,13,14,15,20,22,25
200902,2,3,4,5,7,8,9,10,12,13,16,18,20,21,22
200902,1,4,7,9,10,11,12,14,16,17,19,21,22,23,24
200902,1,5,9,10,12,14,15,16,17,19,20,21,22,23,24
200902,1,2,3,5,6,7,8,10,14,16,17,21,23,24,25
200902,1,2,4,6,7,8,9,11,16,20,21,22,23,24,25
200902,2,4,6,7,8,9,11,12,13,14,15,19,21,24,25
200902,1,5,6,8,10,11,13,14,16,18,20,21,22,24,25
200903,4,5,6,7,8,11,12,13,14,16,18,19,22,24,25
200903,1,2,4,5,7,8,9,10,11,16,17,21,22,23,24
200903,2,4,6,7,8,9,11,12,14,15,16,17,20,22,25
200903,1,2,3,4,10,11,12,14,15,18,19,20,21,22,23
200903,1,2,4,6,7,8,10,14,16,17,20,21,23,24,25
200903,1,4,5,7,8,9,10,11,13,14,15,17,18,19,25
200903,1,5,7,9,11,12,14,16,17,18,20,21,22,24,25
200903,3,4,8,9,10,11,12,16,17,18,19,20,21,22,25
200903,2,3,5,6,8,9,10,12,13,14,16,17,20,21,25
200904,2,3,5,6,8,9,10,11,15,16,18,19,20,21,25
200904,1,3,7,10,11,13,14,15,17,18,19,20,21,22,23
200904,1,2,5,6,7,13,15,16,18,19,20,22,23,24,25
200904,1,2,3,8,9,11,12,13,14,15,16,17,19,21,23
200904,5,8,9,10,11,12,13,14,18,19,20,22,23,24,25
200904,3,4,5,6,7,14,15,16,17,18,20,21,22,23,24
200904,3,4,5,6,7,8,9,10,11,12,18,19,22,24,25
200904,3,4,5,8,9,10,12,13,14,15,16,19,20,23,25
200904,1,2,3,4,6,7,8,12,13,14,17,18,22,23,25
200905,1,2,3,5,11,13,15,16,17,18,20,22,23,24,25
200905,1,3,6,9,10,11,13,14,15,16,17,18,19,24,25
